City,State,Abbrev,Latitude,Longitude,Per_1k,Population,Total
Whitefield,NEW HAMPSHIRE,NH,44.3731,-71.6101,2.726033621,2201,6
Wilton,NEW HAMPSHIRE,NH,42.8434,-71.7351,1.889848812,3704,7
Winchester,NEW HAMPSHIRE,NH,42.7734,-72.3831,2.163461538,4160,9
Windham,NEW HAMPSHIRE,NH,42.8006,-71.3042,1.822969415,14811,27
Wolfeboro,NEW HAMPSHIRE,NH,43.584,-71.2073,3.022589882,6286,19
Woodstock,NEW HAMPSHIRE,NH,43.9776,-71.6851,4.405286344,1362,6
Aberdeen Township,NEW JERSEY,NJ,,,2.448579824,18378,45
Absecon,NEW JERSEY,NJ,39.4285,-74.4957,3.635482307,8252,30
Allendale,NEW JERSEY,NJ,41.0415,-74.129,2.913328478,6865,20
Allenhurst,NEW JERSEY,NJ,40.2362,-74.0007,26.63934426,488,13
Allentown,NEW JERSEY,NJ,40.1779,-74.5835,3.316749585,1809,6
Alpine,NEW JERSEY,NJ,40.9559,-73.9312,6.406833956,1873,12
Andover Township,NEW JERSEY,NJ,,,2.863881402,5936,17
Asbury Park,NEW JERSEY,NJ,40.2204,-74.0121,6.044410511,15717,95
Atlantic City,NEW JERSEY,NJ,39.3643,-74.4229,5.852995741,38271,224
Atlantic Highlands,NEW JERSEY,NJ,40.4079,-74.0343,4.184100418,4302,18
Audubon,NEW JERSEY,NJ,39.8909,-75.073,2.209559251,8599,19
Avalon,NEW JERSEY,NJ,39.1012,-74.7177,23.05246423,1258,29
Avon-by-the-Sea,NEW JERSEY,NJ,40.1923,-74.016,6.179775281,1780,11
Barnegat Township,NEW JERSEY,NJ,,,2.239100847,22777,51
Barrington,NEW JERSEY,NJ,39.8648,-75.0552,2.251914127,6661,15
Bay Head,NEW JERSEY,NJ,40.0718,-74.0543,9.268795057,971,9
Bayonne,NEW JERSEY,NJ,40.6687,-74.1143,3.71124147,66824,248
Beach Haven,NEW JERSEY,NJ,39.5593,-74.2432,11.9760479,1169,14
Beachwood,NEW JERSEY,NJ,39.939,-74.1929,1.973802261,11146,22
Bedminster Township,NEW JERSEY,NJ,,,2.215111986,8126,18
Belleville,NEW JERSEY,NJ,40.7937,-74.1501,3.40956341,36075,123
Bellmawr,NEW JERSEY,NJ,39.8676,-75.0946,2.121640736,11312,24
Belmar,NEW JERSEY,NJ,40.1784,-74.0218,5.47123191,5666,31
Belvidere,NEW JERSEY,NJ,40.8298,-75.0777,2.314814815,2592,6
Bergenfield,NEW JERSEY,NJ,40.9276,-73.9974,1.914463228,27684,53
Berkeley Heights Township,NEW JERSEY,NJ,,,2.418291074,13646,33
Berkeley Township,NEW JERSEY,NJ,,,2.34690668,41331,97
Berlin,NEW JERSEY,NJ,39.7912,-74.9291,2.401601067,7495,18
Berlin Township,NEW JERSEY,NJ,,,3.253796095,5532,18
Bernards Township,NEW JERSEY,NJ,,,1.566404356,26813,42
Bernardsville,NEW JERSEY,NJ,40.7187,-74.5692,3.358305347,7742,26
Beverly,NEW JERSEY,NJ,40.0654,-74.9191,3.203844614,2497,8
Blairstown Township,NEW JERSEY,NJ,,,1.555209953,5787,9
Bloomfield,NEW JERSEY,NJ,40.8068,-74.1854,2.954093389,50777,150
Bloomingdale,NEW JERSEY,NJ,41.0021,-74.3263,2.19218122,8211,18
Bogota,NEW JERSEY,NJ,40.8762,-74.0299,2.117896223,8499,18
Boonton,NEW JERSEY,NJ,40.9026,-74.4071,3.399708596,8236,28
Boonton Township,NEW JERSEY,NJ,,,3.02395906,4299,13
Bordentown City,NEW JERSEY,NJ,,,3.662045514,3823,14
Bordentown Township,NEW JERSEY,NJ,,,1.9475777,12323,24
Bound Brook,NEW JERSEY,NJ,40.5684,-74.5385,2.799227799,10360,29
Bradley Beach,NEW JERSEY,NJ,40.2023,-74.0121,4.983388704,4214,21
Branchburg Township,NEW JERSEY,NJ,,,1.920834191,14577,28
Brick Township,NEW JERSEY,NJ,,,2.784023985,74712,208
Bridgeton,NEW JERSEY,NJ,39.4273,-75.2341,3.280570819,24386,80
Bridgewater Township,NEW JERSEY,NJ,,,1.79800222,45050,81
Brielle,NEW JERSEY,NJ,40.1079,-74.0565,3.390548845,4719,16
Brigantine,NEW JERSEY,NJ,39.4101,-74.3646,4.946043165,8896,44
Brooklawn,NEW JERSEY,NJ,39.8782,-75.1207,3.676470588,1904,7
Burlington City,NEW JERSEY,NJ,40.0712,-74.8649,3.565243965,9817,35
Burlington Township,NEW JERSEY,NJ,,,2.450015313,22857,56
Butler,NEW JERSEY,NJ,41.0037,-74.3415,2.213829926,7679,17
Byram Township,NEW JERSEY,NJ,,,1.766561514,7925,14
Caldwell,NEW JERSEY,NJ,40.8398,-74.2765,2.750343793,7999,22
Camden County Police Department,NEW JERSEY,NJ,,,5.646704949,73140,413
Cape May,NEW JERSEY,NJ,38.9351,-74.906,7.796708057,3463,27
Carlstadt,NEW JERSEY,NJ,40.8404,-74.0907,5.438259757,6252,34
Carney's Point Township,NEW JERSEY,NJ,,,2.482037884,7655,19
Carteret,NEW JERSEY,NJ,40.5773,-74.2282,3.009907613,23921,72
Cedar Grove Township,NEW JERSEY,NJ,,,2.546554194,12566,32
Chatham,NEW JERSEY,NJ,40.7,-74.43,2.615717048,8793,23
Chatham Township,NEW JERSEY,NJ,40.7409,-74.3838,2.138413686,10288,22
Cherry Hill Township,NEW JERSEY,NJ,,,2.295332823,70578,162
Chesilhurst,NEW JERSEY,NJ,39.7323,-74.881,6.184291899,1617,10
Chester Township,NEW JERSEY,NJ,,,2.945319503,7809,23
Chesterfield Township,NEW JERSEY,NJ,,,1.453680455,7567,11
Cinnaminson Township,NEW JERSEY,NJ,,,1.683704149,16630,28
Clark Township,NEW JERSEY,NJ,,,3.0474532,16079,49
Clayton,NEW JERSEY,NJ,39.6601,-75.0921,1.971243043,8624,17
Clementon,NEW JERSEY,NJ,39.8115,-74.9829,2.660118682,4887,13
Cliffside Park,NEW JERSEY,NJ,40.8215,-73.9876,2.039918403,25001,51
Clifton,NEW JERSEY,NJ,40.8584,-74.1638,2.192880138,85732,188
Clinton,NEW JERSEY,NJ,40.64,-74.9,3.705075954,2699,10
Clinton Township,NEW JERSEY,NJ,,,1.793512165,12824,23
Closter,NEW JERSEY,NJ,40.9732,-73.9615,2.531354275,8691,22
Collingswood,NEW JERSEY,NJ,39.9182,-75.0713,2.167160298,13843,30
Colts Neck Township,NEW JERSEY,NJ,,,2.212389381,9944,22
Cranbury Township,NEW JERSEY,NJ,,,5.128205128,3900,20
Cranford Township,NEW JERSEY,NJ,,,2.751201084,24353,67
Cresskill,NEW JERSEY,NJ,40.9415,-73.9593,3.046716317,8862,27
Deal,NEW JERSEY,NJ,40.2432,-74.0007,30.1369863,730,22
Delanco Township,NEW JERSEY,NJ,,,2.883122644,4509,13
Delaware Township,NEW JERSEY,NJ,,,1.793319883,4461,8
Delran Township,NEW JERSEY,NJ,,,2.05078714,16579,34
Demarest,NEW JERSEY,NJ,40.9573,-73.9635,2.61201527,4977,13
Denville Township,NEW JERSEY,NJ,,,2.509410289,16737,42
Deptford Township,NEW JERSEY,NJ,,,2.455453429,30137,74
Dover,NEW JERSEY,NJ,40.884,-74.5621,2.224446669,17982,40
Dumont,NEW JERSEY,NJ,40.9407,-73.9968,2.244039271,17825,40
Dunellen,NEW JERSEY,NJ,40.5893,-74.4718,2.183406114,7328,16
East Brunswick Township,NEW JERSEY,NJ,,,2.254768111,48342,109
East Greenwich Township,NEW JERSEY,NJ,,,1.80883473,10504,19
East Hanover Township,NEW JERSEY,NJ,,,2.977264525,11084,33
East Newark,NEW JERSEY,NJ,40.75,-74.16,2.554744526,2740,7
East Orange,NEW JERSEY,NJ,40.7673,-74.2049,4.03868472,64625,261
East Rutherford,NEW JERSEY,NJ,40.834,-74.0971,3.923146565,9941,39
East Windsor Township,NEW JERSEY,NJ,,,1.824750921,27401,50
Eastampton Township,NEW JERSEY,NJ,,,3.03030303,5940,18
Eatontown,NEW JERSEY,NJ,40.2962,-74.051,3.558718861,12364,44
Edgewater,NEW JERSEY,NJ,40.827,-73.9757,2.922552362,12318,36
Edgewater Park Township,NEW JERSEY,NJ,,,1.836336509,8713,16
Edison Township,NEW JERSEY,NJ,,,2.161703304,101309,219
Egg Harbor City,NEW JERSEY,NJ,39.5287,-74.6479,4.324843825,4162,18
Egg Harbor Township,NEW JERSEY,NJ,,,2.611147056,43276,113
Elizabeth,NEW JERSEY,NJ,40.664,-74.2107,3.184071893,129080,411
Elk Township,NEW JERSEY,NJ,,,2.915451895,4116,12
Elmer,NEW JERSEY,NJ,39.5942,-75.1682,1.537279016,1301,2
Elmwood Park,NEW JERSEY,NJ,40.904,-74.1185,2.268580165,20277,46
Emerson,NEW JERSEY,NJ,40.9762,-74.0263,3.125406954,7679,24
Englewood,NEW JERSEY,NJ,40.8929,-73.9726,3.484200359,28988,101
Englewood Cliffs,NEW JERSEY,NJ,40.8854,-73.9524,4.819277108,5395,26
Englishtown,NEW JERSEY,NJ,40.2973,-74.3582,3.573251659,1959,7
Essex Fells,NEW JERSEY,NJ,40.8245,-74.2846,6.164058796,2109,13
Evesham Township,NEW JERSEY,NJ,,,2.182828416,45354,99
Ewing Township,NEW JERSEY,NJ,,,2.822201317,36142,102
Fair Haven,NEW JERSEY,NJ,40.3607,-74.0382,2.193352455,5927,13
Fair Lawn,NEW JERSEY,NJ,40.9404,-74.1318,2.035136025,33413,68
"Fairfield Township, Essex County",NEW JERSEY,NJ,,,5.313496281,7528,40
Fairview,NEW JERSEY,NJ,40.8126,-73.999,2.495148323,14428,36
Fanwood,NEW JERSEY,NJ,40.6409,-74.3835,2.317198764,7768,18
Far Hills,NEW JERSEY,NJ,40.6843,-74.6357,6.535947712,918,6
Flemington,NEW JERSEY,NJ,40.5123,-74.8593,3.241841366,4627,15
Florence Township,NEW JERSEY,NJ,,,2.353310323,12748,30
Florham Park,NEW JERSEY,NJ,40.7879,-74.3882,3.275297363,11602,38
Fort Lee,NEW JERSEY,NJ,40.8509,-73.9701,3.074558032,37729,116
Franklin,NEW JERSEY,NJ,40.51,-74.49,3.590285111,4735,17
Franklin Lakes,NEW JERSEY,NJ,41.0168,-74.2057,2.502010544,11191,28
"Franklin Township, Gloucester County",NEW JERSEY,NJ,,,2.526964561,16225,41
"Franklin Township, Hunterdon County",NEW JERSEY,NJ,,,1.852995676,3238,6
"Franklin Township, Somerset County",NEW JERSEY,NJ,,,1.786143132,66624,119
Freehold Borough,NEW JERSEY,NJ,,,2.526741346,11873,30
Freehold Township,NEW JERSEY,NJ,,,2.034617148,34896,71
Frenchtown,NEW JERSEY,NJ,40.5262,-75.0616,2.201027146,1363,3
Galloway Township,NEW JERSEY,NJ,,,2.166342172,36467,79
Garfield,NEW JERSEY,NJ,40.8815,-74.1132,2.142657516,32203,69
Garwood,NEW JERSEY,NJ,40.6518,-74.3229,4.576659039,4370,20
Gibbsboro,NEW JERSEY,NJ,39.8382,-74.9649,3.618272275,2211,8
Glassboro,NEW JERSEY,NJ,39.7028,-75.1119,2.557929582,19938,51
Glen Ridge,NEW JERSEY,NJ,40.8054,-74.2038,3.804775649,7622,29
Glen Rock,NEW JERSEY,NJ,40.9629,-74.1329,2.178101701,11937,26
Gloucester City,NEW JERSEY,NJ,39.8919,-75.1162,3.044685233,11167,34
Gloucester Township,NEW JERSEY,NJ,,,2.405139403,63198,152
Green Brook Township,NEW JERSEY,NJ,,,3.362286355,7138,24
"Greenwich Township, Gloucester County",NEW JERSEY,NJ,,,3.774376179,4769,18
"Greenwich Township, Warren County",NEW JERSEY,NJ,,,2.177858439,5510,12
Guttenberg,NEW JERSEY,NJ,40.792,-74.0038,2.413377004,11602,28
Hackensack,NEW JERSEY,NJ,40.8859,-74.0435,2.559764947,44926,115
Hackettstown,NEW JERSEY,NJ,40.854,-74.8291,1.888772298,9530,18
Haddon Heights,NEW JERSEY,NJ,39.8773,-75.0646,2.00080032,7497,15
Haddon Township,NEW JERSEY,NJ,,,1.862068966,14500,27
Haddonfield,NEW JERSEY,NJ,39.8915,-75.0377,2.043899405,11253,23
Haledon,NEW JERSEY,NJ,40.9357,-74.1863,2.152337678,8363,18
Hamburg,NEW JERSEY,NJ,41.1534,-74.5763,2.894821486,3109,9
"Hamilton Township, Atlantic County",NEW JERSEY,NJ,,,3.032600455,26380,80
"Hamilton Township, Mercer County",NEW JERSEY,NJ,,,2.343865558,87889,206
Hammonton,NEW JERSEY,NJ,39.6365,-74.8024,2.445671162,14311,35
Hanover Township,NEW JERSEY,NJ,,,2.605773846,14583,38
Harding Township,NEW JERSEY,NJ,,,3.138075314,3824,12
Hardyston Township,NEW JERSEY,NJ,,,3.067876774,7823,24
Harrington Park,NEW JERSEY,NJ,40.9837,-73.9799,2.290712203,4802,11
Harrison,NEW JERSEY,NJ,40.7465,-74.1563,2.768855909,18058,50
Harrison Township,NEW JERSEY,NJ,,,1.858304297,12915,24
Harvey Cedars,NEW JERSEY,NJ,39.7062,-74.134,23.66863905,338,8
Hasbrouck Heights,NEW JERSEY,NJ,40.8582,-74.0807,2.548713311,12163,31
Haworth,NEW JERSEY,NJ,40.9609,-73.9901,3.753970546,3463,13
Hawthorne,NEW JERSEY,NJ,40.9493,-74.1538,2.013351701,18874,38
Hazlet Township,NEW JERSEY,NJ,,,2.353530295,19970,47
Hi-Nella,NEW JERSEY,NJ,39.8357,-75.0243,15.20467836,855,13
High Bridge,NEW JERSEY,NJ,40.667,-74.8957,1.984126984,3528,7
Highland Park,NEW JERSEY,NJ,40.4959,-74.4243,2.287511616,13989,32
Highlands,NEW JERSEY,NJ,40.4037,-73.9915,3.546099291,4794,17
Hightstown,NEW JERSEY,NJ,40.2696,-74.5232,2.457931556,5289,13
Hillsborough Township,NEW JERSEY,NJ,,,1.557945522,39796,62
Hillsdale,NEW JERSEY,NJ,41.0026,-74.0404,2.193819153,10484,23
Hillside Township,NEW JERSEY,NJ,,,3.578222665,22078,79
Ho-Ho-Kus,NEW JERSEY,NJ,40.9965,-74.1013,4.590480792,4139,19
Hoboken,NEW JERSEY,NJ,40.7433,-74.0324,2.758820967,55096,152
Holland Township,NEW JERSEY,NJ,,,1.365054602,5128,7
Holmdel Township,NEW JERSEY,NJ,,,3.008242585,16621,50
Hopatcong,NEW JERSEY,NJ,40.9332,-74.6601,2.185715293,14183,31
Hopewell Township,NEW JERSEY,NJ,,,2.166666667,18000,39
Howell Township,NEW JERSEY,NJ,,,1.974483597,52672,104
Independence Township,NEW JERSEY,NJ,,,1.819836215,5495,10
Irvington,NEW JERSEY,NJ,40.7323,-74.2349,4.112873478,54220,223
Island Heights,NEW JERSEY,NJ,39.9421,-74.1499,3.631961259,1652,6
Jackson Township,NEW JERSEY,NJ,,,1.992734455,56706,113
Jamesburg,NEW JERSEY,NJ,40.3526,-74.4402,3.33000333,6006,20
Jefferson Township,NEW JERSEY,NJ,,,2.040719472,21071,43
Jersey City,NEW JERSEY,NJ,40.7282,-74.0776,3.534745998,270175,955
Keansburg,NEW JERSEY,NJ,40.4418,-74.1299,3.891050584,9766,38
Kearny,NEW JERSEY,NJ,40.7684,-74.1454,3.613689506,42339,153
Kenilworth,NEW JERSEY,NJ,40.676,-74.2893,3.758031277,8249,31
Keyport,NEW JERSEY,NJ,40.4332,-74.1996,3.397027601,7065,24
Kinnelon,NEW JERSEY,NJ,41.0018,-74.3671,1.686507937,10080,17
Lacey Township,NEW JERSEY,NJ,,,1.989251064,28654,57
Lakehurst,NEW JERSEY,NJ,40.0146,-74.3113,5.988023952,2672,16
Lakewood Township,NEW JERSEY,NJ,,,1.661565369,102915,171
Lambertville,NEW JERSEY,NJ,40.3659,-74.9429,3.148779848,3811,12
Laurel Springs,NEW JERSEY,NJ,39.8201,-75.0063,3.771551724,1856,7
Lavallette,NEW JERSEY,NJ,39.9704,-74.0687,7.675438596,1824,14
Lawnside,NEW JERSEY,NJ,39.8665,-75.0282,3.130434783,2875,9
"Lawrence Township, Mercer County",NEW JERSEY,NJ,,,1.899277049,32644,62
Lebanon Township,NEW JERSEY,NJ,40.71,-74.84,1.812191104,6070,11
Leonia,NEW JERSEY,NJ,40.8615,-73.9882,2.397820163,9175,22
Lincoln Park,NEW JERSEY,NJ,40.9243,-74.3021,2.813348855,10308,29
Linden,NEW JERSEY,NJ,40.622,-74.2446,3.854599822,42806,165
Lindenwold,NEW JERSEY,NJ,39.81,-75.02,2.557544757,17204,44
Linwood,NEW JERSEY,NJ,39.3398,-74.5751,2.785107007,6822,19
Little Egg Harbor Township,NEW JERSEY,NJ,,,2.655664627,21087,56
Little Falls Township,NEW JERSEY,NJ,,,2.376625192,14306,34
Little Ferry,NEW JERSEY,NJ,40.8529,-74.0421,3.028912345,10895,33
Little Silver,NEW JERSEY,NJ,40.3368,-74.0471,3.899626992,5898,23
Livingston Township,NEW JERSEY,NJ,,,2.850435949,29820,85
Lodi,NEW JERSEY,NJ,40.8823,-74.0832,1.941747573,24720,48
Logan Township,NEW JERSEY,NJ,,,3.764544832,5844,22
Long Beach Township,NEW JERSEY,NJ,,,15.84681413,3029,48
Long Branch,NEW JERSEY,NJ,40.3043,-73.9924,3.804878049,30750,117
Long Hill Township,NEW JERSEY,NJ,,,2.911377664,8587,25
Longport,NEW JERSEY,NJ,39.3143,-74.5249,14.89117984,873,13
Lopatcong Township,NEW JERSEY,NJ,,,2.027671756,8384,17
Lower Alloways Creek Township,NEW JERSEY,NJ,,,7.756563246,1676,13
Lower Township,NEW JERSEY,NJ,,,2.451774067,21617,53
Lumberton Township,NEW JERSEY,NJ,,,1.795478658,12253,22
Lyndhurst Township,NEW JERSEY,NJ,,,2.189063617,22384,49
Madison,NEW JERSEY,NJ,40.7598,-74.4171,2.400202122,15832,38
Magnolia,NEW JERSEY,NJ,39.8546,-75.0391,2.832192589,4237,12
Mahwah Township,NEW JERSEY,NJ,,,2.339534357,26501,62
Manalapan Township,NEW JERSEY,NJ,,,1.469489415,40150,59
Manasquan,NEW JERSEY,NJ,40.1262,-74.0493,3.557513129,5903,21
Manchester Township,NEW JERSEY,NJ,,,2.072707795,42939,89
"Mansfield Township, Burlington County",NEW JERSEY,NJ,,,1.748863239,8577,15
"Mansfield Township, Warren County",NEW JERSEY,NJ,,,2.153142242,7431,16
Mantoloking,NEW JERSEY,NJ,40.0393,-74.0499,40.16064257,249,10
Mantua Township,NEW JERSEY,NJ,,,2.233956133,14772,33
Manville,NEW JERSEY,NJ,40.5409,-74.5877,2.619324796,10308,27
Maple Shade Township,NEW JERSEY,NJ,,,2.077562327,18772,39
Maplewood Township,NEW JERSEY,NJ,,,3.085041607,24635,76
Margate City,NEW JERSEY,NJ,39.3279,-74.5035,5.955334988,6045,36
Marlboro Township,NEW JERSEY,NJ,,,2.726957212,40338,110
Matawan,NEW JERSEY,NJ,40.4148,-74.2296,2.594765343,8864,23
Maywood,NEW JERSEY,NJ,40.9026,-74.0618,2.663115846,9763,26
Medford Lakes,NEW JERSEY,NJ,39.86,-74.81,2.503128911,3995,10
Medford Township,NEW JERSEY,NJ,,,1.740385432,23558,41
Mendham,NEW JERSEY,NJ,40.79,-74.57,2.650356779,4905,13
Mendham Township,NEW JERSEY,NJ,,,2.779225291,5757,16
Merchantville,NEW JERSEY,NJ,39.95,-75.05,4.040948276,3712,15
Metuchen,NEW JERSEY,NJ,40.5432,-74.3632,2.383957369,14262,34
Middle Township,NEW JERSEY,NJ,,,3.813051531,18358,70
Middlesex Borough,NEW JERSEY,NJ,,,2.481027437,13704,34
Middletown Township,NEW JERSEY,NJ,,,1.89402618,65469,124
Midland Park,NEW JERSEY,NJ,40.9893,-74.1407,2.324627376,7313,17
Millburn Township,NEW JERSEY,NJ,,,2.962962963,20250,60
Milltown,NEW JERSEY,NJ,40.4562,-74.4432,2.53556839,7099,18
Millville,NEW JERSEY,NJ,39.4021,-75.0393,3.269030427,27837,91
Monmouth Beach,NEW JERSEY,NJ,40.3304,-73.9815,3.095017023,3231,10
"Monroe Township, Gloucester County",NEW JERSEY,NJ,,,2.027508357,36498,74
"Monroe Township, Middlesex County",NEW JERSEY,NJ,,,1.732570125,45597,79
Montclair,NEW JERSEY,NJ,40.8259,-74.209,3.342503792,38893,130
Montgomery Township,NEW JERSEY,NJ,,,1.701041888,23515,40
Montvale,NEW JERSEY,NJ,41.0468,-74.0229,2.864016497,8729,25
Montville Township,NEW JERSEY,NJ,,,2.149934567,21396,46
Moonachie,NEW JERSEY,NJ,40.8412,-74.0451,8.651766402,2774,24
Moorestown Township,NEW JERSEY,NJ,,,1.852754754,20510,38
Morris Plains,NEW JERSEY,NJ,40.84,-74.47,3.630422944,5509,20
Morris Township,NEW JERSEY,NJ,,,1.758103052,22183,39
Morristown,NEW JERSEY,NJ,40.797,-74.481,3.2873807,18860,62
Mount Arlington,NEW JERSEY,NJ,40.9259,-74.6349,2.536354413,5914,15
Mount Ephraim,NEW JERSEY,NJ,39.8784,-75.0927,3.066812705,4565,14
Mount Holly Township,NEW JERSEY,NJ,,,3.106233175,9658,30
Mount Laurel Township,NEW JERSEY,NJ,,,1.849672104,41629,77
Mount Olive Township,NEW JERSEY,NJ,,,2.034903773,28994,59
Mountain Lakes,NEW JERSEY,NJ,40.8948,-74.4329,3.249767874,4308,14
Mountainside,NEW JERSEY,NJ,40.6723,-74.3574,3.176895307,6925,22
Mullica Township,NEW JERSEY,NJ,,,2.164862614,6005,13
Neptune City,NEW JERSEY,NJ,40.2001,-74.0279,4.047720494,4694,19
Neptune Township,NEW JERSEY,NJ,,,3.306379155,27825,92
Netcong,NEW JERSEY,NJ,40.899,-74.7066,3.142677561,3182,10
New Brunswick,NEW JERSEY,NJ,40.4862,-74.4518,3.004754582,56577,170
New Hanover Township,NEW JERSEY,NJ,,,0.39978678,7504,3
New Milford,NEW JERSEY,NJ,40.9351,-74.019,2.514819472,16701,42
New Providence,NEW JERSEY,NJ,40.6984,-74.4015,2.634946925,13283,35
Newark,NEW JERSEY,NJ,40.7357,-74.1724,5.278858349,282258,1490
Newton,NEW JERSEY,NJ,41.0582,-74.7527,3.195296524,7824,25
North Arlington,NEW JERSEY,NJ,40.7884,-74.1332,2.268716915,15868,36
North Bergen Township,NEW JERSEY,NJ,,,2.026406611,63166,128
North Brunswick Township,NEW JERSEY,NJ,,,2.416775264,42205,102
North Caldwell,NEW JERSEY,NJ,40.8648,-74.2582,2.680166766,6716,18
North Haledon,NEW JERSEY,NJ,40.9551,-74.186,2.833864683,8469,24
North Hanover Township,NEW JERSEY,NJ,,,1.463155094,7518,11
North Plainfield,NEW JERSEY,NJ,40.6301,-74.4274,2.519007053,21834,55
North Wildwood,NEW JERSEY,NJ,39.0007,-74.7993,8.647798742,3816,33
Northfield,NEW JERSEY,NJ,39.3704,-74.5502,2.642960115,8324,22
Northvale,NEW JERSEY,NJ,41.0065,-73.949,2.819738167,4965,14
Norwood,NEW JERSEY,NJ,40.9982,-73.9618,2.912954078,5836,17
Nutley Township,NEW JERSEY,NJ,,,2.832563995,28596,81
Oakland,NEW JERSEY,NJ,41.022,-74.2431,2.44237521,13102,32
Oaklyn,NEW JERSEY,NJ,39.9009,-75.0846,4.06710727,3934,16
Ocean City,NEW JERSEY,NJ,39.2776,-74.5746,6.464356258,11138,72
Ocean Gate,NEW JERSEY,NJ,39.9268,-74.1337,4.997501249,2001,10
"Ocean Township, Monmouth County",NEW JERSEY,NJ,,,2.931680707,26947,79
"Ocean Township, Ocean County",NEW JERSEY,NJ,,,3.316749585,9045,30
Oceanport,NEW JERSEY,NJ,40.3182,-74.0151,2.612330199,5742,15
Ogdensburg,NEW JERSEY,NJ,41.0818,-74.5924,2.652519894,2262,6
Old Bridge Township,NEW JERSEY,NJ,,,1.764147103,66321,117
Old Tappan,NEW JERSEY,NJ,41.0107,-73.9912,2.500833611,5998,15
Oradell,NEW JERSEY,NJ,40.9587,-74.0368,2.911561325,8243,24
Orange City,NEW JERSEY,NJ,,,4.597852146,30449,140
Palisades Park,NEW JERSEY,NJ,40.8482,-73.9976,2.154346993,20888,45
Palmyra,NEW JERSEY,NJ,40.0071,-75.0282,2.639622117,7198,19
Paramus,NEW JERSEY,NJ,40.9445,-74.0754,4.113072091,26744,110
Park Ridge,NEW JERSEY,NJ,41.0376,-74.0407,2.370738316,8858,21
Parsippany-Troy Hills Township,NEW JERSEY,NJ,,,2.211756631,52447,116
Passaic,NEW JERSEY,NJ,40.8568,-74.1285,2.683325051,70435,189
Paterson,NEW JERSEY,NJ,40.9168,-74.1718,3.580837753,146893,526
Paulsboro,NEW JERSEY,NJ,39.8304,-75.2405,3.441156228,5812,20
Peapack-Gladstone,NEW JERSEY,NJ,40.7168,-74.6565,3.477588872,2588,9
Pemberton Borough,NEW JERSEY,NJ,,,5.259203606,1331,7
Pemberton Township,NEW JERSEY,NJ,,,1.727179186,27212,47
Pennington,NEW JERSEY,NJ,40.3284,-74.7907,2.349256069,2554,6
Penns Grove,NEW JERSEY,NJ,39.7296,-75.468,3.340292276,4790,16
Pennsauken Township,NEW JERSEY,NJ,,,2.286843591,35420,81
Pennsville Township,NEW JERSEY,NJ,,,1.938923897,12378,24
Pequannock Township,NEW JERSEY,NJ,,,2.569677802,15177,39
Perth Amboy,NEW JERSEY,NJ,40.5068,-74.2654,3.113836514,52347,163
Phillipsburg,NEW JERSEY,NJ,40.6937,-75.1902,2.570336923,14395,37
Pine Beach,NEW JERSEY,NJ,39.936,-74.171,3.258845438,2148,7
Pine Hill,NEW JERSEY,NJ,39.7843,-74.9921,2.204965967,10431,23
Piscataway Township,NEW JERSEY,NJ,,,1.761361655,57342,101
Pitman,NEW JERSEY,NJ,39.7329,-75.1316,2.184912603,8696,19
Plainfield,NEW JERSEY,NJ,40.6337,-74.4074,3.010625738,50820,153
Plainsboro Township,NEW JERSEY,NJ,,,2.022114185,23243,47
Pleasantville,NEW JERSEY,NJ,39.3898,-74.524,3.125150248,20799,65
Plumsted Township,NEW JERSEY,NJ,,,1.891252955,8460,16
Pohatcong Township,NEW JERSEY,NJ,,,3.730183401,3217,12
Point Pleasant,NEW JERSEY,NJ,40.0832,-74.0682,2.32759554,18474,43
Point Pleasant Beach,NEW JERSEY,NJ,40.0917,-74.048,6.484794275,4472,29
Pompton Lakes,NEW JERSEY,NJ,41.0054,-74.2907,2.440788284,11062,27
Princeton,NEW JERSEY,NJ,40.3493,-74.6593,1.88347564,31856,60
Prospect Park,NEW JERSEY,NJ,40.937,-74.1743,3.054471407,5893,18
Rahway,NEW JERSEY,NJ,40.6082,-74.2776,3.08836715,30113,93
Ramsey,NEW JERSEY,NJ,41.0573,-74.141,2.578341928,15126,39
Randolph Township,NEW JERSEY,NJ,,,1.526299311,25552,39
Raritan,NEW JERSEY,NJ,40.5,-74.86,2.593232897,8098,21
Raritan Township,NEW JERSEY,NJ,,,1.629549158,22092,36
Readington Township,NEW JERSEY,NJ,,,1.631014365,15941,26
Red Bank,NEW JERSEY,NJ,40.3471,-74.0643,3.710422164,12128,45
Ridgefield,NEW JERSEY,NJ,40.8343,-74.0088,2.824609409,11329,32
Ridgefield Park,NEW JERSEY,NJ,40.857,-74.0215,2.993552349,13028,39
Ridgewood,NEW JERSEY,NJ,40.9792,-74.1166,2.044909355,25429,52
Ringwood,NEW JERSEY,NJ,41.1134,-74.2454,2.113305698,12303,26
River Edge,NEW JERSEY,NJ,40.9287,-74.0399,2.41150633,11611,28
River Vale Township,NEW JERSEY,NJ,,,2.067539628,10157,21
Riverdale,NEW JERSEY,NJ,40.994,-74.3035,4.891684137,4293,21
Riverside Township,NEW JERSEY,NJ,,,1.904761905,7875,15
Riverton,NEW JERSEY,NJ,40.0115,-75.0149,2.223869533,2698,6
Robbinsville Township,NEW JERSEY,NJ,,,2.583276683,14710,38
