id,Name,Metro-Label,City,State,Median_Income
310M400US12940,"Baton Rouge, LA Metro Area",Baton Rouge,Baton Rouge,LA,63944
310M400US11100,"Amarillo, TX Metro Area",Amarillo,Amarillo,TX,63936
310M400US41060,"St. Cloud, MN Metro Area",St. Cloud,St. Cloud,MN,63906
310M400US34140,"Moscow, ID Micro Area",Moscow,Moscow,ID,63889
310M400US44060,"Spokane-Spokane Valley, WA Metro Area",Spokane-Spokane Valley,Spokane,WA,63801
310M400US20260,"Duluth, MN-WI Metro Area",Duluth,Duluth,MN,63794
310M400US36780,"Oshkosh-Neenah, WI Metro Area",Oshkosh-Neenah,Oshkosh,WI,63758
310M400US48620,"Wichita, KS Metro Area",Wichita,Wichita,KS,63726
310M400US44420,"Staunton-Waynesboro, VA Metro Area",Staunton-Waynesboro,Staunton,VA,63656
310M400US49380,"Worthington, MN Micro Area",Worthington,Worthington,MN,63646
310M400US25900,"Hilo, HI Micro Area",Hilo,Hilo,HI,63637
310M400US18660,"Cortland, NY Micro Area",Cortland,Cortland,NY,63621
310M400US41700,"San Antonio-New Braunfels, TX Metro Area",San Antonio-New Braunfels,San Antonio,TX,63562
310M400US19380,"Dayton, OH Metro Area",Dayton,Dayton,OH,63557
310M400US20700,"East Stroudsburg, PA Metro Area",East Stroudsburg,East Stroudsburg,PA,63519
310M400US24020,"Glens Falls, NY Metro Area",Glens Falls,Glens Falls,NY,63371
310M400US43580,"Sioux City, IA-NE-SD Metro Area",Sioux City,Sioux City,IA,63338
310M400US35740,"Norfolk, NE Micro Area",Norfolk,Norfolk,NE,63335
310M400US24260,"Grand Island, NE Metro Area",Grand Island,Grand Island,NE,63319
310M400US21460,"Enterprise, AL Micro Area",Enterprise,Enterprise,AL,63251
310M400US27620,"Jefferson City, MO Metro Area",Jefferson City,Jefferson City,MO,63239
310M400US14020,"Bloomington, IN Metro Area",Bloomington,Bloomington,IN,63212
310M400US17460,"Cleveland-Elyria, OH Metro Area",Cleveland-Elyria,Cleveland,OH,63186
310M400US43380,"Sidney, OH Micro Area",Sidney,Sidney,OH,63185
310M400US32260,"Marshalltown, IA Micro Area",Marshalltown,Marshalltown,IA,63180
310M400US19500,"Decatur, IL Metro Area",Decatur,Decatur,IL,63167
310M400US24460,"Great Bend, KS Micro Area",Great Bend,Great Bend,KS,63092
310M400US43300,"Sherman-Denison, TX Metro Area",Sherman-Denison,Sherman,TX,63087
310M400US17780,"College Station-Bryan, TX Metro Area",College Station-Bryan,College Station,TX,63012
310M400US24300,"Grand Junction, CO Metro Area",Grand Junction,Grand Junction,CO,62997
310M400US16540,"Chambersburg-Waynesboro, PA Metro Area",Chambersburg-Waynesboro,Chambersburg,PA,62993
310M400US40180,"Riverton, WY Micro Area",Riverton,Riverton,WY,62936
310M400US23540,"Gainesville, FL Metro Area",Gainesville,Gainesville,FL,62931
310M400US32340,"Maryville, MO Micro Area",Maryville,Maryville,MO,62873
310M400US42340,"Savannah, GA Metro Area",Savannah,Savannah,GA,62857
310M400US40220,"Roanoke, VA Metro Area",Roanoke,Roanoke,VA,62822
310M400US42420,"Scottsbluff, NE Micro Area",Scottsbluff,Scottsbluff,NE,62778
310M400US36860,"Ottawa-Peru, IL Micro Area",Ottawa-Peru,Ottawa,IL,62752
310M400US11820,"Astoria, OR Micro Area",Astoria,Astoria,OR,62736
310M400US26020,"Hobbs, NM Micro Area",Hobbs,Hobbs,NM,62720
310M400US46060,"Tucson, AZ Metro Area",Tucson,Tucson,AZ,62694
310M400US30300,"Lewiston, ID-WA Metro Area",Lewiston,Lewiston,ID,62667
310M400US12300,"Augusta-Waterville, ME Micro Area",Augusta-Waterville,Augusta,ME,62659
310M400US25180,"Hagerstown-Martinsburg, MD-WV Metro Area",Hagerstown-Martinsburg,Hagerstown,MD,62605
310M400US39540,"Racine, WI Metro Area",Racine,Racine,WI,62571
310M400US20740,"Eau Claire, WI Metro Area",Eau Claire,Eau Claire,WI,62541
310M400US43260,"Sheridan, WY Micro Area",Sheridan,Sheridan,WY,62537
310M400US20100,"Dover, DE Metro Area",Dover,Dover,DE,62513
310M400US30020,"Lawton, OK Metro Area",Lawton,Lawton,OK,62513
310M400US46380,"Ukiah, CA Micro Area",Ukiah,Ukiah,CA,62474
310M400US41100,"St. George, UT Metro Area",St. George,St. George,UT,62461
